48	1.22648	0.979912	0.873617	7.79437	8.07721	6.84707
48.6	1.22616	0.979425	0.873174	7.79308	8.07625	6.84283
49.2	1.22585	0.978936	0.872728	7.79183	8.07534	6.83859
49.8	1.22553	0.978445	0.872279	7.79061	8.07449	6.83435
50.4	1.22521	0.977952	0.871827	7.78943	8.07368	6.83012
51	1.22489	0.977457	0.871373	7.78829	8.07294	6.8259
51.6	1.22456	0.97696	0.870916	7.78718	8.07224	6.82167
52.2	1.22424	0.97646	0.870457	7.7861	8.0716	6.81745
52.8	1.22391	0.975959	0.869995	7.78506	8.07101	6.81323
53.4	1.22358	0.975456	0.869532	7.78406	8.07047	6.80902
54	1.22325	0.974952	0.869066	7.78309	8.06998	6.80481
54.6	1.22291	0.974445	0.868597	7.78215	8.06955	6.8006
55.2	1.22258	0.973937	0.868127	7.78125	8.06917	6.79639
55.8	1.22224	0.973427	0.867655	7.78039	8.06885	6.79219
56.4	1.2219	0.972916	0.867181	7.77956	8.06858	6.788
57	1.22156	0.972403	0.866705	7.77876	8.06836	6.7838
57.6	1.22122	0.971889	0.866228	7.778	8.06819	6.77961
58.2	1.22087	0.971373	0.865749	7.77728	8.06808	6.77542
58.8	1.22053	0.970855	0.865268	7.77659	8.06802	6.77124
59.4	1.22018	0.970337	0.864787	7.77593	8.06801	6.76706

